TesterName,StreamName,TestType,MatchFiles,MisMatchFiles,TotalFiles,TotalCDRCompared,FileResult,CDRResult,TimeTaken,Date,ReportFileName
RAJU,NOKIA_MSC_NONCAMEL_SMS_DOX,DIFF_Summary,13010,0,13010,170543,PASS,PASS,41.29,15-03-2023 12:52AM,RAJU_NOKIA_MSC_NONCAMEL_SMS_DOX_DIFF_Summary_2023_03_15-12_51_46_AM.txt
RAJU,NOKIA_MSC_NONCAMEL_VOICE_DOX,DIFF_Summary,15562,0,15562,1610710,PASS,PASS,242.96,15-03-2023 12:54AM,RAJU_NOKIA_MSC_NONCAMEL_VOICE_DOX_DIFF_Summary_2023_03_15-12_50_29_AM.txt
RAJU,NOKIA_MSC_SEC_SMS,DIFF_Summary,13095,0,13095,2781125,PASS,PASS,394.4,15-03-2023 01:03AM,RAJU_NOKIA_MSC_SEC_SMS_DIFF_Summary_2023_03_15-12_57_02_AM.txt
RAJU,NOKIA_MSC_ICB_VOICE,DIFF_Summary,13145,0,13145,79865109,PASS,PASS,7549.03,15-03-2023 02:41AM,RAJU_NOKIA_MSC_ICB_VOICE_DIFF_Summary_2023_03_15-12_35_29_AM.txt
RAJU,NOKIA_MSC_ORPHEUS,DIFF_Summary,18753,0,18753,76958424,PASS,PASS,10327.59,15-03-2023 02:59AM,RAJU_NOKIA_MSC_ORPHEUS_DIFF_Summary_2023_03_15-12_07_14_AM.txt
RAJU,NOKIA_MSC_SEC_VOICE,DIFF_Summary,18753,0,18753,133012876,PASS,PASS,16568.32,15-03-2023 05:24AM,RAJU_NOKIA_MSC_SEC_VOICE_DIFF_Summary_2023_03_15-12_47_54_AM.txt
RAJU,NOKIA_MSC_HDBI,DIFF_Summary,18753,0,18753,220742120,PASS,PASS,26386.83,15-03-2023 08:02AM,RAJU_NOKIA_MSC_HDBI_DIFF_Summary_2023_03_15-12_42_56_AM.txt
MANGESH,HYBRID_ICR_FCR,DIFF_Summary,10,1,11,10,FAIL,PASS,0.03,15-03-2023 05:32PM,MANGESH_HYBRID_ICR_FCR_DIFF_Summary_2023_03_15-05_32_50_PM.txt
MANGESH,HYBRID_ICR_FCR,DIFF_Summary,10,0,10,10,PASS,PASS,0.03,15-03-2023 05:37PM,MANGESH_HYBRID_ICR_FCR_DIFF_Summary_2023_03_15-05_37_06_PM.txt
MANGESH,HYBRID_ICR_FCR,ZIP_Detailed,10,0,10,10,PASS,n/a,0.02,15-03-2023 05:39PM,MANGESH_HYBRID_ICR_FCR_ZIP_Detailed_2023_03_15-05_39_01_PM.txt
MANGESH,ERMS_DOX,DIFF_Summary,10,0,10,370,PASS,PASS,0.07,16-03-2023 05:45PM,MANGESH_ERMS_DOX_DIFF_Summary_2023_03_16-05_45_25_PM.txt
MANGESH,ERMS_DOXPRI,DIFF_Summary,2,0,2,2,PASS,PASS,0.03,16-03-2023 05:46PM,MANGESH_ERMS_DOXPRI_DIFF_Summary_2023_03_16-05_46_33_PM.txt
MANGESH,ERMS_DOX_SMS,DIFF_Summary,10,0,10,1004,PASS,PASS,0.13,16-03-2023 05:48PM,MANGESH_ERMS_DOX_SMS_DIFF_Summary_2023_03_16-05_48_18_PM.txt
MANGESH,ERMS_CMP,DIFF_Summary,10,0,10,14,PASS,PASS,0.03,16-03-2023 05:49PM,MANGESH_ERMS_CMP_DIFF_Summary_2023_03_16-05_49_03_PM.txt
MANGESH,ERMS_CMP_SMS,DIFF_Summary,4,0,4,5,PASS,PASS,0.02,16-03-2023 05:49PM,MANGESH_ERMS_CMP_SMS_DIFF_Summary_2023_03_16-05_49_52_PM.txt
MANGESH,ERMS_FMSC_VOICE,DIFF_Summary,10,0,10,370,PASS,PASS,0.08,16-03-2023 05:51PM,MANGESH_ERMS_FMSC_VOICE_DIFF_Summary_2023_03_16-05_51_07_PM.txt
MANGESH,ERMS_FMSC_SMS,DIFF_Summary,10,0,10,620,PASS,PASS,0.07,16-03-2023 05:51PM,MANGESH_ERMS_FMSC_SMS_DIFF_Summary_2023_03_16-05_51_44_PM.txt
MANGESH,ERMS_FMSPRI,DIFF_Summary,2,0,2,2,PASS,PASS,0.03,16-03-2023 05:52PM,MANGESH_ERMS_FMSPRI_DIFF_Summary_2023_03_16-05_52_35_PM.txt
MANGESH,ERMS_HDBI,DIFF_Summary,10,0,10,85461,PASS,PASS,9.28,16-03-2023 05:53PM,MANGESH_ERMS_HDBI_DIFF_Summary_2023_03_16-05_53_27_PM.txt
